customer_id,gender,age,senior_citizen,marital_status,dependents,city,state,signup_date,tenure_months,contract_type,subscription_plan,internet_service,payment_method,paperless_billing,monthly_charges,total_charges,discount_percentage,lifetime_value,phone_service,multiple_lines,streaming_service,online_security,online_backup,tech_support,device_protection,support_tickets,complaints,avg_monthly_usage_gb,satisfaction_score,last_login_days_ago,churn,churn_date,churn_reason,competitor_offer,cancellation_channel,age_group,tenure_group,monthly_charge_group,support_ticket_group,satisfaction_group,customer_status,estimated_annual_revenue,estimated_revenue_at_risk
TC-10687,Male,76,1,Single,Yes,Seattle,WA,2021-07-26,35,Two year,Standard,Fiber optic,Electronic check,Yes,71.25,2495.73,0,2495.73,Yes,Yes,Yes,No,Yes,No,No,1,0,618.2,3,47,No,,None,No,None,65+,25–48 Months,Medium,1–2,Low,Active,855.0,0.0
TC-10688,Female,51,0,Single,Yes,Miami,FL,2023-04-12,14,One year,Premium,DSL,Electronic check,Yes,102.39,1443.81,0,1443.81,Yes,Yes,No,Yes,No,No,No,2,1,114.8,4,13,No,,None,No,None,45–54,13–24 Months,High,1–2,Low,Active,1228.68,0.0
TC-10689,Male,56,0,Single,No,Seattle,WA,2024-02-11,4,Two year,Premium,Fiber optic,Electronic check,Yes,104.41,415.7,5,394.92,Yes,No,Yes,No,Yes,No,No,3,1,146.1,2,33,No,,None,No,None,55–64,0–6 Months,High,3–5,Low,Active,1252.92,0.0
TC-10690,Male,24,0,Married,No,Phoenix,AZ,2023-10-28,8,One year,Basic,Fiber optic,Mailed check,No,43.5,368.58,0,368.58,Yes,No,No,No,No,No,No,2,1,203.7,9,53,No,,None,No,None,Under 25,7–12 Months,Medium,1–2,High,Active,522.0,0.0
TC-10691,Male,69,1,Single,No,Dallas,TX,2022-07-27,23,Month-to-month,Standard,DSL,Electronic check,Yes,69.88,1630.68,15,1386.08,Yes,No,No,No,No,No,No,1,0,188.6,1,2,Yes,2024-06-16,Service dissatisfaction,No,Customer Service Call,65+,13–24 Months,Medium,1–2,Low,Churned,838.56,838.56
TC-10692,Female,77,1,Married,Yes,Austin,TX,2024-05-22,1,One year,Premium,DSL,Bank transfer,Yes,85.03,72.35,0,72.35,Yes,Yes,Yes,No,No,No,No,2,1,440.1,1,2,Yes,2024-06-21,Service dissatisfaction,No,In-Person Store,65+,0–6 Months,High,1–2,Low,Churned,1020.36,1020.36
TC-10693,Male,69,1,Married,No,New York,NY,2024-03-28,3,Month-to-month,Premium,Fiber optic,Bank transfer,Yes,94.44,289.45,0,289.45,No,No phone service,No,No,No,No,No,3,1,680.1,9,8,Yes,2024-06-26,Competitor offered higher speeds,Yes,Customer Service Call,65+,0–6 Months,High,3–5,High,Churned,1133.28,1133.28
TC-10694,Male,41,0,Married,No,Seattle,WA,2024-01-12,5,Month-to-month,Standard,Fiber optic,Electronic check,Yes,69.13,342.06,20,273.65,Yes,No,No,No,No,No,No,5,0,504.4,4,13,Yes,2024-06-10,Service dissatisfaction,No,Online Portal,35–44,0–6 Months,Medium,3–5,Low,Churned,829.56,829.56
TC-10695,Female,43,0,Married,No,Dallas,TX,2020-03-01,52,Month-to-month,Standard,DSL,Bank transfer,No,70.54,3656.64,0,3656.64,Yes,No,No,No,Yes,No,No,2,0,177.8,4,4,No,,None,No,None,35–44,49+ Months,Medium,1–2,Low,Active,846.48,0.0
TC-10696,Male,27,0,Single,No,Austin,TX,2020-02-21,52,Two year,Standard,DSL,Electronic check,Yes,59.58,3097.6,0,3097.6,Yes,No,No,No,No,No,No,3,0,105.9,7,54,No,,None,No,None,25–34,49+ Months,Medium,3–5,Medium,Active,714.96,0.0
TC-10697,Female,34,0,Single,No,Dallas,TX,2024-01-12,5,Month-to-month,Standard,DSL,Electronic check,Yes,58.16,258.77,0,258.77,Yes,Yes,Yes,Yes,No,No,Yes,0,1,111.6,7,32,Yes,2024-06-10,Service dissatisfaction,No,Customer Service Call,25–34,0–6 Months,Medium,0,Medium,Churned,697.92,697.92
TC-10698,Male,19,0,Married,Yes,Chicago,IL,2022-09-18,21,One year,Basic,DSL,Bank transfer,No,41.55,884.22,0,884.22,Yes,No,Yes,Yes,Yes,Yes,No,1,1,247.6,5,1,No,,None,No,None,Under 25,13–24 Months,Medium,1–2,Medium,Active,498.6,0.0
TC-10699,Female,44,0,Single,Yes,New York,NY,2023-08-19,10,Month-to-month,Basic,Fiber optic,Electronic check,Yes,36.14,374.41,15,318.25,Yes,No,No,No,No,No,No,1,1,466.3,6,16,No,,None,No,None,35–44,7–12 Months,Low,1–2,Medium,Active,433.68,0.0
TC-10700,Female,65,1,Single,Yes,Miami,FL,2024-05-25,1,Month-to-month,Standard,DSL,Electronic check,No,73.88,77.32,10,69.59,Yes,Yes,Yes,No,No,Yes,No,1,0,127.1,3,3,No,,None,No,None,65+,0–6 Months,Medium,1–2,Low,Active,886.56,0.0
TC-10701,Male,26,0,Married,No,Austin,TX,2024-03-29,3,One year,Standard,Fiber optic,Credit card,No,76.65,244.45,0,244.45,Yes,No,Yes,No,Yes,Yes,No,1,1,228.3,7,35,No,,None,Yes,None,25–34,0–6 Months,Medium,1–2,Medium,Active,919.8,0.0
TC-10702,Male,40,0,Married,Yes,Chicago,IL,2024-05-13,1,One year,Standard,Fiber optic,Electronic check,No,69.76,59.28,0,59.28,Yes,No,Yes,No,No,No,No,5,1,339.6,6,15,No,,None,No,None,35–44,0–6 Months,Medium,3–5,Medium,Active,837.12,0.0
TC-10703,Male,44,0,Single,No,Atlanta,GA,2018-06-12,72,One year,Basic,Fiber optic,Electronic check,Yes,47.17,3354.48,0,3354.48,Yes,No,No,No,Yes,No,Yes,1,1,204.9,1,49,No,,None,No,None,35–44,49+ Months,Medium,1–2,Low,Active,566.04,0.0
TC-10704,Male,60,0,Married,No,Dallas,TX,2022-05-25,25,Month-to-month,Standard,DSL,Mailed check,Yes,74.34,1851.28,20,1481.02,No,No phone service,Yes,No,No,No,No,4,1,370.6,6,20,No,,None,No,None,55–64,25–48 Months,Medium,3–5,Medium,Active,892.08,0.0
TC-10705,Male,24,0,Married,No,Miami,FL,2024-03-28,3,Two year,Standard,Fiber optic,Bank transfer,Yes,70.7,193.84,10,174.46,Yes,No,No,No,No,No,Yes,1,2,101.1,5,10,No,,None,No,None,Under 25,0–6 Months,Medium,1–2,Medium,Active,848.4,0.0
TC-10706,Male,80,1,Single,No,Seattle,WA,2021-11-21,31,One year,Premium,DSL,Mailed check,No,91.98,2851.54,0,2851.54,Yes,No,No,No,Yes,No,No,2,2,138.4,7,50,Yes,2024-06-08,Price too high,No,Customer Service Call,65+,25–48 Months,High,1–2,Medium,Churned,1103.76,1103.76
TC-10707,Female,61,0,Married,No,Denver,CO,2022-08-12,22,One year,Standard,Fiber optic,Electronic check,Yes,71.92,1603.84,0,1603.84,Yes,No,Yes,No,Yes,No,No,4,2,319.4,7,45,No,,None,No,None,55–64,13–24 Months,Medium,3–5,Medium,Active,863.04,0.0
TC-10708,Male,56,0,Single,No,Atlanta,GA,2024-01-27,5,One year,Standard,DSL,Electronic check,Yes,50.86,258.73,0,258.73,Yes,No,Yes,Yes,No,No,No,1,1,170.7,6,44,Yes,2024-06-25,Competitor offered higher speeds,No,Online Portal,55–64,0–6 Months,Medium,1–2,Medium,Churned,610.32,610.32
TC-10709,Female,57,0,Married,No,Seattle,WA,2023-02-12,16,Two year,Basic,Fiber optic,Electronic check,Yes,25.7,407.33,0,407.33,Yes,No,Yes,No,Yes,Yes,No,0,2,81.7,8,58,No,,None,No,None,55–64,13–24 Months,Low,0,High,Active,308.4,0.0
TC-10710,Female,24,0,Single,No,Dallas,TX,2022-08-30,22,Month-to-month,Basic,Fiber optic,Bank transfer,Yes,34.5,775.66,0,775.66,Yes,No,Yes,No,No,No,No,0,0,134.5,5,16,No,,None,No,None,Under 25,13–24 Months,Low,0,Medium,Active,414.0,0.0
TC-10711,Female,42,0,Single,No,Seattle,WA,2023-08-20,10,Month-to-month,Basic,DSL,Electronic check,Yes,46.74,492.78,5,468.14,Yes,No,Yes,No,No,Yes,No,6,0,167.5,4,1,No,,None,No,None,35–44,7–12 Months,Medium,6+,Low,Active,560.88,0.0
TC-10712,Female,76,1,Single,No,Seattle,WA,2018-06-15,72,Two year,Premium,DSL,Mailed check,Yes,100.65,7253.46,0,7253.46,Yes,No,No,No,No,No,No,1,1,197.1,6,21,No,,None,Yes,None,65+,49+ Months,High,1–2,Medium,Active,1207.8,0.0
TC-10713,Male,30,0,Married,No,Miami,FL,2024-04-18,2,Month-to-month,Standard,DSL,Electronic check,Yes,76.14,142.57,10,128.31,Yes,No,Yes,No,No,No,No,2,1,220.5,3,44,Yes,2024-06-17,Poor tech support,Yes,In-Person Store,25–34,0–6 Months,Medium,1–2,Low,Churned,913.68,913.68
TC-10714,Male,79,1,Married,No,Miami,FL,2024-03-20,3,One year,Standard,Fiber optic,Mailed check,Yes,77.87,235.46,15,200.14,Yes,Yes,Yes,No,Yes,No,No,0,1,212.8,1,50,Yes,2024-06-18,Service dissatisfaction,No,In-Person Store,65+,0–6 Months,Medium,0,Low,Churned,934.44,934.44
TC-10715,Male,25,0,Married,No,Denver,CO,2020-08-29,46,Month-to-month,Standard,DSL,Bank transfer,No,71.39,3286.29,5,3121.98,Yes,No,Yes,No,No,No,No,2,2,197.6,4,37,Yes,2024-06-09,Service dissatisfaction,No,Email,25–34,25–48 Months,Medium,1–2,Low,Churned,856.68,856.68
TC-10716,Female,62,0,Married,No,Seattle,WA,2023-12-15,6,Month-to-month,Basic,Fiber optic,Credit card,No,37.11,219.83,0,219.83,Yes,No,Yes,No,No,Yes,No,0,0,118.6,10,41,No,,None,No,None,55–64,0–6 Months,Low,0,High,Active,445.32,0.0
TC-10717,Female,35,0,Married,No,Austin,TX,2024-03-11,3,One year,Basic,DSL,Electronic check,Yes,34.73,123.53,5,117.35,Yes,No,No,Yes,No,No,No,2,2,219.6,5,10,No,,None,No,None,35–44,0–6 Months,Low,1–2,Medium,Active,416.76,0.0
TC-10718,Male,77,1,Single,No,Dallas,TX,2023-07-22,11,Two year,Basic,DSL,Credit card,Yes,24.68,284.16,5,269.95,Yes,No,No,No,No,No,No,0,0,302.9,7,6,No,,None,No,None,65+,7–12 Months,Low,0,Medium,Active,296.16,0.0
TC-10719,Female,77,1,Married,No,Dallas,TX,2024-03-01,4,Month-to-month,Basic,Fiber optic,Mailed check,No,35.54,124.86,10,112.37,Yes,Yes,No,Yes,No,Yes,No,2,0,198.4,7,47,No,,None,No,None,65+,0–6 Months,Low,1–2,Medium,Active,426.48,0.0
TC-10720,Male,19,0,Married,No,Atlanta,GA,2023-02-17,16,Month-to-month,Basic,Fiber optic,Credit card,No,34.33,530.33,15,450.78,Yes,Yes,Yes,Yes,No,No,No,1,2,243.4,4,39,No,,None,Yes,None,Under 25,13–24 Months,Low,1–2,Low,Active,411.96,0.0
TC-10721,Male,83,1,Single,No,Chicago,IL,2021-11-15,31,Month-to-month,Premium,DSL,Credit card,Yes,81.77,2526.86,0,2526.86,Yes,No,No,No,No,No,Yes,2,1,280.4,5,29,No,,None,No,None,65+,25–48 Months,High,1–2,Medium,Active,981.24,0.0
TC-10722,Male,31,0,Single,Yes,Atlanta,GA,2021-09-27,33,One year,Standard,DSL,Electronic check,No,53.66,1755.87,0,1755.87,Yes,No,Yes,No,Yes,No,No,2,1,273.7,4,41,Yes,2024-06-13,Lack of features,No,In-Person Store,25–34,25–48 Months,Medium,1–2,Low,Churned,643.92,643.92
TC-10723,Female,65,1,Married,No,Austin,TX,2023-10-18,8,Month-to-month,Standard,DSL,Mailed check,Yes,53.8,423.39,15,359.88,Yes,No,Yes,No,Yes,No,Yes,1,0,259.0,2,29,No,,None,No,None,65+,7–12 Months,Medium,1–2,Low,Active,645.6,0.0
TC-10724,Female,73,1,Married,Yes,Dallas,TX,2022-02-18,28,Month-to-month,Standard,Fiber optic,Electronic check,Yes,69.55,1947.38,0,1947.38,Yes,Yes,Yes,No,No,No,No,2,0,120.7,5,44,No,,None,Yes,None,65+,25–48 Months,Medium,1–2,Medium,Active,834.6,0.0
TC-10725,Female,29,0,Married,No,Austin,TX,2018-06-12,72,One year,Standard,Fiber optic,Mailed check,No,72.13,5190.68,0,5190.68,Yes,No,No,No,Yes,No,Yes,2,1,171.0,6,10,No,,None,Yes,None,25–34,49+ Months,Medium,1–2,Medium,Active,865.56,0.0
TC-10726,Male,72,1,Married,No,Miami,FL,2024-05-17,1,Two year,Premium,Fiber optic,Bank transfer,Yes,99.1,101.67,0,101.67,No,No phone service,Yes,No,Yes,No,Yes,2,2,107.5,7,19,Yes,2024-06-16,Competitor offered higher speeds,Yes,In-Person Store,65+,0–6 Months,High,1–2,Medium,Churned,1189.2,1189.2
TC-10727,Female,45,0,Single,Yes,Austin,TX,2022-06-27,24,One year,Premium,Fiber optic,Bank transfer,No,103.77,2490.48,15,2116.91,Yes,Yes,No,No,No,No,Yes,1,1,280.9,10,16,No,,None,No,None,45–54,13–24 Months,High,1–2,High,Active,1245.24,0.0
TC-10728,Male,21,0,Married,No,Seattle,WA,2023-02-17,16,Month-to-month,Standard,Fiber optic,Bank transfer,Yes,73.57,1156.18,5,1098.37,Yes,No,Yes,No,No,No,No,1,2,677.7,3,53,Yes,2024-06-11,Service dissatisfaction,No,Customer Service Call,Under 25,13–24 Months,Medium,1–2,Low,Churned,882.84,882.84
TC-10729,Male,53,0,Single,Yes,Atlanta,GA,2023-06-26,12,Month-to-month,Basic,DSL,Electronic check,No,45.0,525.5,5,499.22,Yes,No,Yes,No,No,Yes,No,1,2,114.9,8,59,Yes,2024-06-20,Service dissatisfaction,No,Customer Service Call,45–54,7–12 Months,Medium,1–2,High,Churned,540.0,540.0
TC-10730,Male,67,1,Married,No,Austin,TX,2024-01-14,5,Month-to-month,Premium,DSL,Bank transfer,Yes,84.41,406.23,10,365.61,Yes,No,Yes,No,No,No,No,2,1,458.6,5,44,No,,None,No,None,65+,0–6 Months,High,1–2,Medium,Active,1012.92,0.0
TC-10731,Female,20,0,Single,Yes,Chicago,IL,2024-03-11,3,One year,Basic,DSL,Electronic check,Yes,19.99,48.06,20,38.45,Yes,No,No,No,No,No,No,1,0,555.8,1,59,Yes,2024-06-09,Poor tech support,No,Online Portal,Under 25,0–6 Months,Low,1–2,Low,Churned,239.88,239.88
TC-10732,Female,18,0,Married,Yes,Miami,FL,2019-06-24,60,Month-to-month,Standard,DSL,Bank transfer,Yes,68.8,4134.09,20,3307.27,Yes,No,Yes,No,No,Yes,No,1,2,324.2,6,23,No,,None,No,None,Under 25,49+ Months,Medium,1–2,Medium,Active,825.6,0.0
TC-10733,Female,34,0,Single,No,Seattle,WA,2024-05-12,1,Month-to-month,Standard,DSL,Electronic check,No,65.16,59.19,0,59.19,Yes,No,Yes,No,No,No,No,1,1,325.3,5,20,No,,None,No,None,25–34,0–6 Months,Medium,1–2,Medium,Active,781.92,0.0
TC-10734,Male,79,1,Single,Yes,Austin,TX,2023-03-15,15,Month-to-month,Basic,DSL,Credit card,Yes,43.98,645.75,20,516.6,Yes,No,Yes,Yes,No,Yes,No,2,1,305.1,6,53,No,,None,No,None,65+,13–24 Months,Medium,1–2,Medium,Active,527.76,0.0
TC-10735,Female,65,1,Single,No,Chicago,IL,2024-01-15,5,Two year,Premium,Fiber optic,Bank transfer,No,92.61,461.7,10,415.53,Yes,Yes,Yes,No,No,No,No,0,0,131.2,6,52,Yes,2024-06-13,Price too high,No,In-Person Store,65+,0–6 Months,High,0,Medium,Churned,1111.32,1111.32
TC-10736,Male,79,1,Single,Yes,Dallas,TX,2024-03-17,3,Two year,Premium,DSL,Electronic check,No,101.7,309.46,5,293.99,Yes,No,Yes,No,Yes,Yes,No,2,0,153.7,4,28,No,,None,No,None,65+,0–6 Months,High,1–2,Low,Active,1220.4,0.0
TC-10737,Female,36,0,Single,No,New York,NY,2023-08-18,10,One year,Premium,Fiber optic,Electronic check,Yes,101.01,1013.95,0,1013.95,Yes,Yes,Yes,No,No,Yes,Yes,3,0,66.2,6,20,No,,None,No,None,35–44,7–12 Months,High,3–5,Medium,Active,1212.12,0.0
TC-10738,Male,51,0,Married,No,New York,NY,2023-09-13,9,Month-to-month,Basic,DSL,Mailed check,Yes,43.67,429.12,20,343.3,Yes,No,No,No,No,No,No,1,1,217.6,9,1,No,,None,No,None,45–54,7–12 Months,Medium,1–2,High,Active,524.04,0.0
TC-10739,Male,66,1,Single,No,Phoenix,AZ,2023-04-23,14,Two year,Basic,Fiber optic,Credit card,No,41.36,570.13,0,570.13,Yes,Yes,Yes,No,No,Yes,No,0,1,161.6,7,17,No,,None,No,None,65+,13–24 Months,Medium,0,Medium,Active,496.32,0.0
TC-10740,Female,64,0,Single,No,New York,NY,2023-02-20,16,One year,Premium,Fiber optic,Mailed check,No,99.77,1601.94,15,1361.65,Yes,No,Yes,Yes,No,No,Yes,0,0,186.5,1,7,Yes,2024-06-14,Service dissatisfaction,No,Email,55–64,13–24 Months,High,0,Low,Churned,1197.24,1197.24
TC-10741,Male,67,1,Single,No,Atlanta,GA,2023-02-23,16,Month-to-month,Basic,Fiber optic,Credit card,No,34.53,568.49,0,568.49,Yes,Yes,Yes,No,No,No,Yes,1,0,225.7,4,17,Yes,2024-06-17,Competitor offered higher speeds,No,In-Person Store,65+,13–24 Months,Low,1–2,Low,Churned,414.36,414.36
TC-10742,Female,43,0,Single,No,Atlanta,GA,2024-03-29,3,Month-to-month,Standard,Fiber optic,Electronic check,Yes,78.53,235.59,0,235.59,Yes,No,Yes,No,No,No,No,2,1,141.5,2,41,Yes,2024-06-27,Competitor offered higher speeds,Yes,In-Person Store,35–44,0–6 Months,Medium,1–2,Low,Churned,942.36,942.36
TC-10743,Female,73,1,Married,Yes,Chicago,IL,2024-02-22,4,Month-to-month,Standard,DSL,Bank transfer,No,54.74,215.2,5,204.44,Yes,No,Yes,No,No,No,No,1,2,207.4,4,50,Yes,2024-06-21,Customer moved,No,Customer Service Call,65+,0–6 Months,Medium,1–2,Low,Churned,656.88,656.88
TC-10744,Male,31,0,Married,No,Atlanta,GA,2023-09-17,9,One year,Basic,Fiber optic,Credit card,No,38.24,317.18,15,269.6,Yes,No,No,No,No,No,Yes,2,0,179.2,5,37,Yes,2024-06-13,Price too high,No,Customer Service Call,25–34,7–12 Months,Low,1–2,Medium,Churned,458.88,458.88
TC-10745,Female,42,0,Single,No,New York,NY,2024-04-24,2,Two year,Premium,DSL,Bank transfer,Yes,85.58,166.54,15,141.56,Yes,Yes,No,Yes,No,No,No,3,1,529.3,4,46,No,,None,No,None,35–44,0–6 Months,High,3–5,Low,Active,1026.96,0.0
TC-10746,Male,21,0,Single,No,Miami,FL,2020-12-16,42,Month-to-month,Basic,Fiber optic,Credit card,No,45.64,1922.2,10,1729.98,Yes,No,Yes,No,No,No,No,0,0,203.1,6,22,No,,None,No,None,Under 25,25–48 Months,Medium,0,Medium,Active,547.68,0.0
TC-10747,Female,49,0,Married,Yes,Atlanta,GA,2024-04-13,2,Month-to-month,Standard,DSL,Bank transfer,Yes,68.74,177.13,0,177.13,Yes,Yes,Yes,No,Yes,Yes,Yes,1,0,352.0,7,11,No,,None,No,None,45–54,0–6 Months,Medium,1–2,Medium,Active,824.88,0.0
TC-10748,Male,82,1,Married,No,Chicago,IL,2023-12-12,6,Month-to-month,Basic,DSL,Mailed check,No,45.75,253.67,10,228.3,Yes,Yes,Yes,No,Yes,No,Yes,0,1,123.2,8,21,No,,None,Yes,None,65+,0–6 Months,Medium,0,High,Active,549.0,0.0
TC-10749,Female,78,1,Single,No,Austin,TX,2022-06-19,24,Month-to-month,Standard,Fiber optic,Credit card,No,71.03,1703.9,0,1703.9,Yes,No,No,Yes,No,No,No,1,0,211.5,9,49,No,,None,No,None,65+,13–24 Months,Medium,1–2,High,Active,852.36,0.0
TC-10750,Male,37,0,Single,No,Miami,FL,2019-03-22,63,One year,Basic,DSL,Mailed check,Yes,43.67,2741.03,0,2741.03,Yes,Yes,No,No,No,No,No,2,1,276.0,2,59,Yes,2024-05-24,Poor tech support,No,Online Portal,35–44,49+ Months,Medium,1–2,Low,Churned,524.04,524.04
TC-10751,Male,27,0,Single,No,Austin,TX,2024-03-31,3,One year,Standard,Fiber optic,Mailed check,Yes,71.29,227.6,5,216.22,Yes,No,No,No,No,No,No,0,0,51.8,1,34,Yes,2024-06-29,Poor tech support,No,Customer Service Call,25–34,0–6 Months,Medium,0,Low,Churned,855.48,855.48
TC-10752,Female,51,0,Single,Yes,Phoenix,AZ,2023-05-17,13,Month-to-month,Premium,Fiber optic,Mailed check,No,103.37,1334.55,0,1334.55,Yes,No,No,No,Yes,No,No,3,0,203.2,3,56,Yes,2024-06-10,Competitor offered higher speeds,Yes,In-Person Store,45–54,13–24 Months,High,3–5,Low,Churned,1240.44,1240.44
TC-10753,Male,78,1,Single,No,Atlanta,GA,2023-10-21,8,Month-to-month,Premium,DSL,Electronic check,Yes,104.39,812.14,5,771.53,Yes,Yes,No,No,No,Yes,Yes,3,1,451.9,1,30,No,,None,Yes,None,65+,7–12 Months,High,3–5,Low,Active,1252.68,0.0
TC-10754,Male,44,0,Single,Yes,Denver,CO,2023-03-27,15,Month-to-month,Standard,Fiber optic,Mailed check,No,72.16,1051.53,5,998.95,Yes,Yes,Yes,No,No,No,No,1,0,699.5,6,41,No,,None,Yes,None,35–44,13–24 Months,Medium,1–2,Medium,Active,865.92,0.0
TC-10755,Female,57,0,Single,Yes,Seattle,WA,2023-05-17,13,Month-to-month,Standard,DSL,Mailed check,Yes,77.98,1017.62,5,966.74,Yes,Yes,No,Yes,No,Yes,Yes,1,1,167.0,5,7,No,,None,No,None,55–64,13–24 Months,Medium,1–2,Medium,Active,935.76,0.0
TC-10756,Female,82,1,Married,No,Los Angeles,CA,2022-10-25,20,Two year,Premium,DSL,Electronic check,No,99.42,1989.58,10,1790.62,No,No phone service,Yes,No,No,No,No,0,2,254.5,2,6,Yes,2024-06-16,Poor tech support,No,In-Person Store,65+,13–24 Months,High,0,Low,Churned,1193.04,1193.04
TC-10757,Female,50,0,Single,Yes,Phoenix,AZ,2024-05-20,1,Two year,Standard,Fiber optic,Bank transfer,Yes,75.92,83.73,0,83.73,Yes,No,Yes,No,No,Yes,No,4,0,159.9,6,30,No,,None,Yes,None,45–54,0–6 Months,Medium,3–5,Medium,Active,911.04,0.0
TC-10758,Female,26,0,Married,No,Miami,FL,2020-12-22,42,Month-to-month,Standard,DSL,Mailed check,No,66.89,2811.4,0,2811.4,Yes,No,No,Yes,No,No,No,1,0,405.4,9,44,No,,None,No,None,25–34,25–48 Months,Medium,1–2,High,Active,802.68,0.0
TC-10759,Female,33,0,Married,No,Dallas,TX,2024-05-21,1,Month-to-month,Premium,Fiber optic,Credit card,Yes,102.03,106.63,0,106.63,Yes,Yes,Yes,No,Yes,No,Yes,3,1,214.2,1,6,Yes,2024-06-20,Competitor offered higher speeds,Yes,Email,25–34,0–6 Months,High,3–5,Low,Churned,1224.36,1224.36
TC-10760,Male,22,0,Single,No,Seattle,WA,2022-10-23,20,Month-to-month,Standard,Fiber optic,Mailed check,Yes,65.86,1324.14,5,1257.93,Yes,Yes,Yes,No,No,Yes,No,1,1,283.5,2,25,Yes,2024-06-14,Service dissatisfaction,No,Customer Service Call,Under 25,13–24 Months,Medium,1–2,Low,Churned,790.32,790.32
TC-10761,Male,40,0,Single,No,Phoenix,AZ,2021-02-10,40,Month-to-month,Basic,DSL,Mailed check,Yes,35.94,1425.11,5,1353.85,Yes,No,Yes,No,Yes,No,No,3,0,490.1,9,19,No,,None,No,None,35–44,25–48 Months,Low,3–5,High,Active,431.28,0.0
TC-10762,Male,60,0,Single,No,Chicago,IL,2024-04-23,2,One year,Standard,DSL,Electronic check,No,76.57,153.14,0,153.14,Yes,Yes,No,Yes,Yes,Yes,No,2,0,103.6,7,37,Yes,2024-06-22,Competitor offered higher speeds,Yes,Online Portal,55–64,0–6 Months,Medium,1–2,Medium,Churned,918.84,918.84
TC-10763,Female,74,1,Married,No,Austin,TX,2022-03-15,27,Month-to-month,Basic,Fiber optic,Mailed check,No,50.44,1369.51,0,1369.51,Yes,No,No,No,No,No,Yes,1,2,163.3,1,3,Yes,2024-06-02,Poor tech support,No,Email,65+,25–48 Months,Medium,1–2,Low,Churned,605.28,605.28
TC-10764,Male,68,1,Married,Yes,Austin,TX,2024-01-30,5,Two year,Premium,Fiber optic,Electronic check,Yes,99.19,481.65,0,481.65,Yes,No,Yes,Yes,No,No,No,2,3,295.5,6,13,Yes,2024-06-28,Price too high,No,In-Person Store,65+,0–6 Months,High,1–2,Medium,Churned,1190.28,1190.28
TC-10765,Female,30,0,Married,No,Denver,CO,2024-01-14,5,Month-to-month,Standard,Fiber optic,Credit card,Yes,64.97,298.45,0,298.45,Yes,Yes,Yes,No,Yes,Yes,No,2,0,293.5,5,39,Yes,2024-06-12,Service dissatisfaction,No,In-Person Store,25–34,0–6 Months,Medium,1–2,Medium,Churned,779.64,779.64
TC-10766,Female,41,0,Single,No,Phoenix,AZ,2024-05-25,1,Two year,Premium,DSL,Credit card,No,84.94,90.15,0,90.15,Yes,Yes,Yes,No,Yes,No,No,1,0,255.2,8,22,No,,None,No,None,35–44,0–6 Months,High,1–2,High,Active,1019.28,0.0
TC-10767,Female,28,0,Single,No,Atlanta,GA,2023-07-30,11,Month-to-month,Basic,DSL,Electronic check,Yes,36.15,394.89,20,315.91,Yes,No,Yes,No,No,No,No,1,2,192.4,6,34,Yes,2024-06-24,Competitor offered higher speeds,Yes,Email,25–34,7–12 Months,Low,1–2,Medium,Churned,433.8,433.8
TC-10768,Male,69,1,Married,Yes,Denver,CO,2020-01-24,53,Two year,Premium,DSL,Credit card,No,106.49,5664.05,5,5380.85,Yes,No,No,Yes,No,No,Yes,1,1,187.4,5,46,No,,None,No,None,65+,49+ Months,High,1–2,Medium,Active,1277.88,0.0
TC-10769,Female,34,0,Married,No,Miami,FL,2022-01-17,29,Two year,Standard,Fiber optic,Mailed check,Yes,73.01,2127.16,5,2020.8,Yes,No,Yes,Yes,No,Yes,No,1,0,491.2,3,19,Yes,2024-06-05,Service dissatisfaction,No,Customer Service Call,25–34,25–48 Months,Medium,1–2,Low,Churned,876.12,876.12
TC-10770,Male,54,0,Single,Yes,Phoenix,AZ,2022-10-16,20,Month-to-month,Premium,DSL,Electronic check,Yes,87.91,1753.44,0,1753.44,Yes,No,No,No,No,No,Yes,0,1,18.0,5,30,No,,None,Yes,None,45–54,13–24 Months,High,0,Medium,Active,1054.92,0.0
TC-10771,Female,30,0,Married,No,Atlanta,GA,2021-02-12,40,One year,Standard,Fiber optic,Bank transfer,Yes,69.43,2756.94,10,2481.25,Yes,No,Yes,No,Yes,Yes,No,2,1,247.3,9,43,No,,None,No,None,25–34,25–48 Months,Medium,1–2,High,Active,833.16,0.0
TC-10772,Male,79,1,Single,No,Dallas,TX,2020-11-23,43,One year,Basic,Fiber optic,Credit card,No,36.41,1585.82,10,1427.24,No,No phone service,No,No,Yes,Yes,Yes,2,3,413.9,7,52,No,,None,No,None,65+,25–48 Months,Low,1–2,Medium,Active,436.92,0.0
TC-10773,Male,25,0,Married,No,Chicago,IL,2022-09-15,21,Month-to-month,Basic,Fiber optic,Mailed check,No,45.28,962.61,5,914.48,Yes,Yes,Yes,No,No,Yes,No,3,2,516.6,9,26,No,,None,No,None,25–34,13–24 Months,Medium,3–5,High,Active,543.36,0.0
TC-10774,Female,73,1,Single,No,Seattle,WA,2023-10-11,8,Month-to-month,Basic,Fiber optic,Bank transfer,Yes,39.45,334.92,10,301.43,Yes,No,Yes,No,Yes,Yes,No,2,1,281.1,6,44,No,,None,Yes,None,65+,7–12 Months,Low,1–2,Medium,Active,473.4,0.0
