customer_id,gender,age,senior_citizen,marital_status,dependents,city,state,signup_date,tenure_months,contract_type,subscription_plan,internet_service,payment_method,paperless_billing,monthly_charges,total_charges,discount_percentage,lifetime_value,phone_service,multiple_lines,streaming_service,online_security,online_backup,tech_support,device_protection,support_tickets,complaints,avg_monthly_usage_gb,satisfaction_score,last_login_days_ago,churn,churn_date,churn_reason,competitor_offer,cancellation_channel
TC-12816,Female,38,0, single ,Yes,Austin,TX,2021-10-16,32,Month-to-month,Standard,DSL,Electronic check,Yes,61.09,1964.99,5,1912.45,Yes,Yes,Yes,Yes,No,No,No,1,2,548.2,4.0,52,No,,,No,
TC-12817,Male,58,0,Married,Yes,Los Angeles,CA,2024-02-29,4,Month-to-month,Basic,Fiber optic,Credit card,Yes,41.5,153.34,10,148.44,Yes,No,No,No,Yes,Yes,No,1,1,121.8,6.0,24,Yes,2024-06-28,Competitor offered higher speeds,No,Online Portal
TC-12818,Male,59,0,Single,Yes,Dallas,TX,2023-11-10,7, Month-to-month ,Basic,DSL,Credit card,Yes,37.0,247.62,10,262.22,No,No phone service,No,Yes,No,No,No,3,1,201.1,7.0,16,Yes,2024-06-07,Competitor offered higher speeds,No,In-Person Store
TC-12819,Male,59,0,Single,Yes,Los Angeles,CA,2023-06-01,13,Month-to-month,Standard,None,Electronic check,No,54.92,714.16,0,784.78,Yes,No,No,No,No,No,Yes,0,2,261.6,6.0,39,Yes,2024-06-25,Competitor offered higher speeds,Yes,Email
TC-12820,male,19,0,Married,No,Los Angeles,CA,2022-05-27,25,Month-to-month,Standard,None,Electronic check,No,59.42,1461.44,5,1440.02,Yes,Yes,Yes,No,No,No,No,0,0,278.2,10.0,6,Yes,2024-06-15,Price too high,No,Email
TC-12821,Male,25,0,Single,No,Phoenix,AZ,2023-09-29,9,Month-to-month,Basic,Fiber optic,Electronic check,No,46.17,421.14,0,440.56,Yes,No,No,No,No,No,No,3,0,128.7,5.0,47,No,,,Yes,
TC-12822,Female,78,1,Married,No,Phoenix,AZ,2024-02-15,4,One year,Basic,Fiber optic,Credit card,Yes,39.53,157.63,0,212.6,Yes,No,No,No,No,No,Yes,1,2,92.1,6.0,17,Yes,2024-06-14,Price too high,Yes,Online Portal
TC-12823,Male,31,0,Single,No,Denver,CO,2024-02-17,4,One year,Basic,Fiber optic,Electronic check,No,41.71,141.81,5,194.29,Yes,No,No,Yes,No,No,No,2,0,136.7,4.0,45,Yes,2024-06-16,Competitor offered higher speeds,Yes,Online Portal
TC-12824,Male,38,0,Married,No,Dallas,TX,2023-11-10,7,Month-to-month,Standard,Fiber optic,Electronic check,No,76.6,503.83,10,508.66,Yes,Yes,Yes,No,Yes,No,No,2,1,150.6,9.0,30,No,,,Yes,
TC-12825,Female,41,0,MARRIED,No,Atlanta,GA,2023-06-21,12,Month-to-month,Basic,Fiber optic,electronic check,Yes,36.13,425.31,0,481.81,Yes,No,No,No,No,No,No,0,1,127.1,10.0,5,No,,,No,
TC-12826,Female,67,1,Married,No,Austin,TX,2024-04-13,2,Month-to-month,Standard,Fiber optic,Bank transfer,Yes,63.69,121.31,20,177.62,Yes,Yes,No,No,No,Yes,Yes,2,0,170.6,3.0,17,Yes,2024-06-12,Competitor offered higher speeds,Yes,Online Portal
TC-12827,Male,62,0, single ,No,Austin,TX,2018-06-29,72,Month-to-month,Standard,dsl,Credit card,Yes,72.47,5236.58,0,5309.9,Yes,Yes,Yes,Yes,No,No,Yes,1,0,235.4,7.0,36,No,,,No,
TC-12828,Male,81,1,Married,No,Seattle,WA,2018-06-16,72,Two year,Standard,None,Bank transfer,Yes,49.87,3622.2,0,3656.94,Yes,No,No,No,No,No,No,1,0,439.1,8.0,51,No,,,No,
TC-12829,Male,81,1, single ,No,Phoenix,AZ,2020-05-30,49,Month-to-month,Premium,Fiber optic,Mailed check,Yes,97.83,4780.96,0,4819.19,Yes,Yes,No,Yes,No,Yes,No,1,0,195.4,6.0,11,No,,,No,
TC-12830,Female,43,0,Married,Yes,Miami,FL,2020-12-23,42,Month-to-month,Standard, Fiber Optic,Credit card,Yes,70.03,2928.46,0,2962.06,Yes,No,No,No,No,No,No,2,1,206.5,6.0,33,No,,,No,
TC-12831,Female,49,0,Single,No,Seattle,WA,2023-05-26,13,One year,Standard,Fiber optic,Bank transfer,Yes,71.03,944.82,5,950.4,Yes,Yes,No,No,Yes,Yes,Yes,1,1,628.8,4.0,19,No,,,Yes,
TC-12832,Male,74,1,Single,No,Chicago,IL,2023-09-13,9,One year,Standard,DSL,Bank transfer,Yes,68.56,622.68,0,685.31,Yes,Yes,Yes,No,No,No,Yes,5,1,248.6,9.0,39,Yes,2024-06-09,Competitor offered higher speeds,Yes,Online Portal
TC-12833,Male,70,1,Single,Yes,Miami,FL,2023-05-17,13,Month-to-month,Standard,Fiber optic,Mailed check,Yes,74.98,1027.97,15,894.98,Yes,No,Yes,No,No,No,No,3,0,276.1,7.0,31,No,,,No,
TC-12834,Male,50,0,MARRIED,No,Seattle,WA,2024-05-23,1,One year,Basic,None,electronic check,Yes,24.62,21.4,10,74.12,Yes,Yes,No,No,Yes,Yes,Yes,0,1,731.2,7.0,50,No,,,Yes,
TC-12835,male,69,1,Single,Yes,Chicago,IL,2024-02-29,4,Month-to-month,Standard,DSL,Credit card,Yes,61.83,262.09,0,296.79,Yes,Yes,No,No,Yes,Yes,Yes,2,0,180.9,2.0,6,Yes,2024-06-28,Service dissatisfaction,No,Online Portal
TC-12836,MALE,35,0,Single,No,New York,NY,2022-12-29,18,Month-to-month,Basic,Fiber optic,Electronic check,Yes,41.15,776.06,10,726.01,Yes,Yes,No,Yes,Yes,No,Yes,2,0,332.6,,40,No,,,No,
TC-12837,Male,52,0,Married,Yes,Austin,TX,2019-04-24,62,Month-to-month,Basic,None,Electronic check,Yes,25.75,1578.06,5,1551.21,Yes,Yes,Yes,No,Yes,No,No,1,0,388.9,7.0,41,No,,,Yes,
TC-12838,Female,29,0,Single,Yes,Atlanta,GA,2019-04-15,62,Month-to-month,Basic,DSL,Bank transfer,Yes,38.54,2375.04,5,2343.21,Yes,Yes,No,No,No,No,No,1,1,353.4,4.0,49,No,,,No,
TC-12839,Male,68,1,Married,Yes,Phoenix,AZ,2021-12-13,30,Month-to-month,Standard,Fiber optic,Electronic check,Yes,68.8,2070.3,15,1809.6,No,No phone service,No,Yes,Yes,Yes,No,1,0,282.7,3.0,43,Yes,2024-05-31,Poor tech support,No,In-Person Store
TC-12840,Male,27,0,Married,No,Phoenix,AZ,2023-03-31,15,Month-to-month,Standard,DSL,Mailed check,Yes,67.52,1012.1,0,1081.61,Yes,Yes,No,No,No,No,No,2,0,289.2,8.0,45,No,,,Yes,
TC-12841,Female,69,1,Married,Yes,New York,NY,2023-11-25,7,Month-to-month,Basic,None,Mailed check,Yes,20.73,147.46,15,178.81,Yes,No,No,No,No,No,No,2,6,304.9,5.0,45,Yes,2024-06-22,Competitor offered higher speeds,No,Email
TC-12842,male,51,0,Married,Yes,Atlanta,GA,2023-06-21,12,Month-to-month,Basic,Fiber optic,Electronic check,No,47.53,558.91,10,550.08,Yes,No,Yes,No,No,Yes,No,1,1,182.9,2.0,18,No,,,No,
TC-12843,Female ,84,1,Married,No,New York,NY,2018-07-02,72,One year,Standard,Fiber optic,Credit card,Yes,73.13,5264.88,0,5324.57,Yes,Yes,No,No,Yes,No,No,0,0,109.5,5.0,49,No,,,No,
TC-12844,Female,56,0,Married,No,Austin,TX,2020-08-25,46,Month-to-month,Basic,DSL,Credit card,Yes,43.39,1990.46,15,1729.99,Yes,No,No,No,Yes,No,No,0,2,342.1,7.0,16,No,,,No,
TC-12845,Male,25,0,Single,Yes,New York,NY,2023-03-14,15,Month-to-month,Standard,dsl,Credit card,No,68.9,1041.58,0,1061.29,No,No phone service,Yes,Yes,No,No,No,0,0,240.2,9.0,45,No,,,No,
TC-12846,Female,46,0,Single,No,Atlanta,GA,2020-08-27,46,Month-to-month,Basic,Fiber optic,Electronic check,Yes,35.54,1648.91,0,1672.05,No,No phone service,Yes,No,Yes,No,No,2,1,203.9,9.0,21,No,,,No,
TC-12847,Male,39,0,Single,Yes,Los Angeles,CA,2021-09-18,33,One year,Basic,None,Electronic check,Yes,19.99,637.12,0,683.75,Yes,No,Yes,No,Yes,Yes,Yes,0,1,352.2,6.0,41,No,,,No,
TC-12848,Female,78,1,Married,No,Chicago,IL,2023-06-29,12,Month-to-month,Standard,Fiber optic,Bank transfer,Yes,75.72,927.65,10,891.86,Yes,No,Yes,No,Yes,No,No,3,2,429.2,1.0,37,Yes,2024-06-23,Competitor offered higher speeds,Yes,Customer Service Call
TC-12849,Male,60,0,Married,No,Denver,CO,2023-02-21,16,One year,Premium,None,Credit card,Yes,95.32,1525.54,15,1350.79,Yes,No,Yes,No,Yes,No,No,0,0,595.8,5.0,47,No,,,No,
TC-12850,Female,66,1,Single,Yes,Dallas,TX,2023-04-26,14,Month-to-month,Standard,DSL,Electronic check,Yes,63.23,899.44,0,935.95,Yes,Yes,No,Yes,Yes,No,Yes,1,0,202.4,5.0,32,No,,,No,
TC-12851,Male,46,0,Married,No,Phoenix,AZ,2024-05-13,1,Two year,Standard,DSL,Electronic check,No,60.16,57.54,15,98.18,Yes,No,No,No,No,No,Yes,2,1,239.7,4.0,30,No,,,No,
TC-12852,Male,48,0,Married,Yes,Phoenix,AZ,2023-09-24,9,Two year,Standard,Fiber optic,Mailed check,Yes,73.27,675.75,0,714.58,Yes,Yes,No,Yes,No,Yes,Yes,1,1,394.5,2.0,47,Yes,2024-06-20,Poor tech support,No,Online Portal
TC-12853,male,70,1,Single,No,Seattle,WA,2024-05-13,1,One year,Standard,DSL,Mailed check,Yes,78.96,92.09,0,116.37,Yes,Yes,No,No,No,No,Yes,7,1,485.8,6.0,42,No,,,Yes,
TC-12854,Male,51,0,Single,No,Dallas,TX,2020-03-20,51,Month-to-month,Premium,Fiber optic,Mailed check,No,96.24,4914.43,0,4927.39,Yes,No,No,No,Yes,No,Yes,1,1,268.6,4.0,18,No,,,No,
TC-12855,Female,55,0,Married,Yes,New York,NY,2022-09-13,21,One year,Standard,Fiber optic,Mailed check,Yes,79.78,,5,1634.78,Yes,Yes,Yes,Yes,No,No,No,2,0,257.3,6.0,32,No,,,No,
TC-12856,Male,74,1,Married,Yes,Los Angeles,CA,2023-06-21,12,One year,Premium,DSL,Bank transfer,No,102.46,1237.3,5,1240.42,Yes,Yes,No,Yes,No,Yes,Yes,2,1,288.9,4.0,30,No,,,No,
TC-12857,Male,21,0,Single,No,Seattle,WA,2024-04-19,2,Month-to-month,Basic,Fiber optic,Bank transfer,Yes,27.53,84.03,0,131.84,Yes,No,Yes,No,Yes,Yes,No,0,1,218.4,8.0,22,No,,,No,
TC-12858,Male,19,0,Married,No,Atlanta,GA,2024-05-27,1,Two year,Basic,DSL,Mailed check,Yes,45.77,62.36,0,82.94,Yes,No,No,Yes,Yes,Yes,Yes,0,0,148.1,1.0,26,Yes,2024-06-26,Service dissatisfaction,No,Email
TC-12859,Male,29,0,Single,Yes,Chicago,IL,2023-11-28,7,one year,Basic,None,Bank transfer,Yes,23.76,176.19,5,238.69,Yes,Yes,No,No,Yes,Yes,No,3,0,181.6,1.0,42,No,,,No,
TC-12860,Female,52,0,Married,Yes,Seattle,WA,2023-06-15,12,Month-to-month,Standard,Fiber optic,Electronic check,Yes,69.35,823.93,0,858.12,Yes,No,No,Yes,Yes,No,No,0,0,94.6,3.0,24,No,,,Yes,
TC-12861,Male,38,0,Single,No,New York,NY,2022-09-19,21,Two year,Standard,dsl,Credit card,No,68.65,1432.33,0,1434.92,Yes,Yes,No,Yes,No,No,Yes,5,1,113.0,1.0,57,No,,,No,
TC-12862,Female ,78,1,Married,No,Seattle,WA,2023-08-30,10,One year,Basic,Fiber optic,Mailed check,Yes,40.41,392.96,0,439.99,Yes,No,Yes,Yes,No,No,Yes,2,1,70.3,7.0,12,No,,,No,
TC-12863,Female,52,0,Married,Yes,New York,NY,2023-03-29,15,Month-to-month,Standard,Fiber optic,Mailed check,Yes,65.73,967.43,20,845.09,Yes,No,Yes,No,No,Yes,Yes,2,0,177.8,6.0,59,No,,,No,
TC-12864,Male,65,1,Married,No,Los Angeles,CA,2022-03-19,27,Month-to-month,Standard,Fiber optic,Bank transfer,Yes,64.16,1745.0,5,1710.33,Yes,Yes,Yes,Yes,No,No,No,3,0,205.2,3.0,58,Yes,2024-06-06,Poor tech support,No,Online Portal
TC-12865,Female,32,0,Married,No,Atlanta,GA,2024-05-24,1,Month-to-month,Standard,DSL,Electronic check,No,73.02,75.06,15,91.3,Yes,Yes,No,No,Yes,Yes,Yes,1,0,319.6,2.0,19,Yes,2024-06-23,Poor tech support,No,Email
TC-12866,Female,32,0,Single,No,Austin,TX,2023-01-28,17,Two year,Basic,None,Electronic check,Yes,19.99,345.11,0,374.29,Yes,No,No,No,No,No,No,3,0,218.6,4.0,2,No,,,No,
TC-12867,Female,23,0,Married,No,Seattle,WA,2023-10-21,8,One year,Premium,DSL,Electronic check,No,94.65,732.9,5,767.66,Yes,Yes,No,No,Yes,No,No,3,1,278.4,4.0,2,No,,,No,
TC-12868,Male,39,0,Single,No,Seattle,WA,2021-06-12,36,Month-to-month,Basic,DSL,Bank transfer,Yes,30.09,1071.89,0,1108.22,Yes,Yes,No,No,No,No,No,4,2,407.9,7.0,37,No,,,Yes,
TC-12869,Male,49,0,Single,Yes,New York,NY,2023-09-12,9,Two year,Premium,DSL,Credit card,Yes,104.69,940.31,0,963.2,Yes,No,No,Yes,No,No,Yes,2,2,94.0,4.0,59,No,,,No,
TC-12870,Female,39,0,Married,No,Miami,FL,2024-02-11,4,One year,Basic,dsl,Bank transfer,No,51.88,189.8,0,215.62,No,No phone service,No,No,Yes,No,No,4,0,225.2,5.0,5,No,,,No,
TC-12871,Female ,44,0,Single,No,Atlanta,GA,2021-05-20,37,Month-to-month,Basic,None,Bank transfer,Yes,19.99,722.12,0,764.08,No,No phone service,Yes,No,Yes,No,No,1,1,333.4,3.0,12,No,,,No,
TC-12872,Female,32,0,Single,Yes,Dallas,TX,2021-07-21,35,Month-to-month,Standard,DSL,Bank transfer,No,66.35,2307.83,0,2383.12,Yes,No,Yes,No,No,No,No,5,0,169.7,5.0,20,No,,,Yes,
TC-12873,Male,61,0,Married,No,Los Angeles,CA,2023-05-01,14,Two year,Standard,Fiber optic,electronic check,Yes,69.94,986.78,10,950.65,Yes,No,No,No,No,No,No,1,1,105.4,6.0,17,No,,,No,
TC-12874,Female,26,0,Married,No,Denver,CO,2024-02-10,4,Two year,Basic,Fiber optic,Mailed check,No,44.11,138.54,0,189.86,Yes,No,No,No,Yes,Yes,No,2,1,418.7,6.0,10,No,,,No,
TC-12875,Female,51,0,Married,No,Denver,CO,2023-03-24,15,one year,Basic,DSL,Mailed check,Yes,39.64,592.07,10,630.77,Yes,Yes,No,Yes,No,Yes,No,2,0,123.7,7.0,57,No,,,No,
TC-12876,Female,32,0,Married,No,Phoenix,AZ,2023-05-18,13,Month-to-month,Premium,Fiber optic,Electronic check,No,108.23,1429.79,20,1203.88,Yes,No,No,No,No,No,No,1,1,130.3,7.0,49,Yes,2024-06-11,Price too high,No,Online Portal
TC-12877,Male,79,1,MARRIED,No,Denver,CO,2024-03-16,3,One year,Premium,DSL,Electronic check,No,96.26,304.71,0,409.01,Yes,No,No,No,No,No,No,2,0,120.2,9.0,6,No,,,No,
TC-12878,Female,62,0,Married,No,Los Angeles,CA,2023-08-24,10,One year,Basic,Fiber optic,Mailed check,No,40.02,417.07,0,457.71,Yes,No,No,No,No,Yes,No,6,0,896.5,5.0,10,Yes,2024-06-19,Customer moved,No,Online Portal
TC-12879,Male,75,1,Married,No,New York,NY,2021-02-18,40,One year,Standard,DSL,Electronic check,No,70.19,2802.37,10,2571.42,Yes,No,No,No,No,Yes,No,1,0,298.7,3.0,1,Yes,2024-06-02,Service dissatisfaction,No,In-Person Store
TC-12880,Male,36,0,Single,No,New York,NY,2023-02-13,16,One year,Basic,Fiber optic,Credit card,Yes,31.23,528.89,5,536.64,No,No phone service,Yes,No,Yes,No,Yes,1,1,117.5,6.0,8,No,,,No,
TC-12881,Female,33,0,Married,No,Chicago,IL,2024-03-19,3,Month-to-month,Standard,DSL,Bank transfer,No,69.37,199.56,10,231.12,Yes,Yes,No,No,No,No,Yes,4,0,104.8,4.0,15,Yes,2024-06-17,Competitor offered higher speeds,Yes,In-Person Store
TC-12882,Male,25,0,Single,No,Miami,FL,2020-03-19,51,Month-to-month,Standard,Fiber optic,Electronic check,No,71.55,3655.82,0,3701.04,Yes,No,No,No,No,No,No,2,1,208.6,4.0,20,No,,,No,
TC-12883,Male,50,0,Married,Yes,Austin,TX,2021-10-26,32,Month-to-month,Standard,Fiber optic,Mailed check,No,62.46,2006.63,5,2017.69,Yes,No,Yes,No,Yes,Yes,No,1,0,229.5,6.0,44,No,,,No,
TC-12884,Male,35,0,Married,No,Miami,FL,2022-12-13,18,Month-to-month,Standard,Fiber optic,Bank transfer,Yes,66.28,1176.59,10,1103.5,Yes,No,No,No,No,No,Yes,3,0,304.3,9.0,35,Yes,2024-06-05,Service dissatisfaction,No,Online Portal
TC-12885,Female ,52,0,Single,Yes,Denver,CO,2023-11-18,7,Month-to-month,Basic,Fiber optic,Credit card,No,49.09,314.14,0,385.87,Yes,No,Yes,No,Yes,Yes,No,2,1,84.6,5.0,42,No,,,No,
TC-12886,Female,60,0,Married,No,Austin,TX,2024-04-29,2,Two year,Standard,DSL,Bank transfer,No,66.25,145.72,0,194.59,Yes,Yes,No,No,No,No,No,1,0,78.2,1.0,25,Yes,2024-06-28,Service dissatisfaction,No,Email
TC-12887,Male,67,1,Married,Yes,Austin,TX,2021-10-12,32,Month-to-month,Premium,DSL,Electronic check,Yes,100.63,3206.33,15,2787.63,Yes,Yes,Yes,No,No,No,No,1,1,103.9,6.0,7,No,,,No,
TC-12888,Female,20,0,Married,No,Dallas,TX,2022-07-23,23,Month-to-month,Standard,Fiber optic,Credit card,Yes,68.48,1573.65,0,1629.89,Yes,Yes,Yes,No,Yes,No,Yes,2,1,144.3,6.0,35,Yes,2024-06-12,Poor tech support,No,In-Person Store
TC-12889,Female,76,1,Single,No,Chicago,IL,2021-01-23,41, Month-to-month ,Standard,None,Credit card,No,51.9,2133.89,5,2085.57,Yes,Yes,No,No,No,Yes,No,1,2,214.2,6.0,38,Yes,2024-06-06,Lack of features,No,In-Person Store
TC-12890,Male,45,0,Married,No,Austin,TX,2022-02-27,28,One year,Basic,Fiber optic,Electronic check,No,34.01,951.95,5,953.9,Yes,Yes,No,No,No,No,Yes,3,1,188.4,5.0,18,No,,,Yes,
TC-12891,Female,63,0,Single,Yes,Phoenix,AZ,2024-02-28,4,Month-to-month,Standard,DSL,Credit card,No,71.82,297.43,10,283.3,Yes,No,No,No,Yes,No,No,0,1,228.5,4.0,26,Yes,2024-06-27,Lack of features,No,Online Portal
TC-12892,Female,81,1,Married,Yes,New York,NY,2023-04-23,14,Month-to-month,Premium,Fiber optic,Electronic check,No,95.34,1341.75,0,1409.35,Yes,No,No,No,Yes,No,No,3,0,176.1,9.0,38,No,,,No,
TC-12893,Female,64,0,Single,No,Seattle,WA,2023-10-27,8,One year,Premium,Fiber optic,Electronic check,Yes,97.94,791.62,0,803.62,Yes,No,No,No,Yes,Yes,No,3,1,181.2,2.0,9,No,,,No,
TC-12894,Male,31,0,Single,No,Chicago,IL,2020-06-19,48,Month-to-month,Standard,DSL,Bank transfer,Yes,76.15,3660.8,10,3373.4,Yes,Yes,No,No,Yes,No,Yes,3,0,583.3,8.0,55,No,,,Yes,
TC-12895,Female,24,0,Single,Yes,Atlanta,GA,2023-11-10,7,month-to-month,Standard,Fiber optic,Bank transfer,No,65.57,437.17,15,431.89,Yes,Yes,Yes,Yes,Yes,No,No,2,1,191.0,2.0,13,No,,,No,
TC-12896,Female,48,0,Single,No,Los Angeles,CA,2023-02-26,16,One year,Standard,None,Mailed check,Yes,60.73,972.09,5,978.62,Yes,No,No,No,No,No,Yes,0,1,281.3,4.0,45,No,,,No,
TC-12897,Male,68,1,Married,Yes,Seattle,WA,2022-11-18,19,One year,Basic,DSL,Credit card,Yes,37.72,723.87,0,774.32,Yes,Yes,Yes,Yes,No,No,No,1,0,318.9,5.0,13,No,,,No,
TC-12898,Male,46,0,Single,No,Atlanta,GA,2022-07-22,23,Month-to-month,Premium,Fiber optic,Electronic check,Yes,98.96,2310.47,0,2386.36,Yes,Yes,Yes,No,No,No,No,2,0,302.1,2.0,25,No,,,Yes,
TC-12899,Male,32,0,Married,No,Austin,TX,2022-06-20,24, Month-to-month ,Basic,Fiber optic,Bank transfer,No,42.31,1021.52,10,995.81,Yes,Yes,No,No,Yes,No,No,3,0,137.9,2.0,52,Yes,2024-06-09,Service dissatisfaction,No,Customer Service Call
TC-12900,Male,42,0,MARRIED,Yes,Miami,FL,2022-06-28,24,One year,Standard,DSL,Mailed check,No,62.95,1508.17,5,1451.93,Yes,Yes,No,No,No,No,No,0,0,184.0,4.0,33,No,,,No,
TC-12901,Female,78,1,Married,Yes,Dallas,TX,2023-08-29,10,One year,Standard,None,Credit card,Yes,58.61,596.17,5,569.18,Yes,No,No,No,Yes,No,No,2,2,155.5,5.0,40,Yes,2024-06-24,Competitor offered higher speeds,No,Online Portal
TC-12902,Male,58,0,Single,No,Austin,TX,2023-03-02,16,Two year,Basic,None,Electronic check,Yes,20.02,310.17,15,325.19,Yes,No,Yes,Yes,No,No,No,2,0,197.1,5.0,53,No,,,No,
TC-12903,Male,21,0,Married,No,Los Angeles,CA,2024-05-22,1,Two year,Basic,DSL,Electronic check,Yes,40.9,62.14,0,111.95,Yes,No,Yes,Yes,No,No,No,0,1,130.0,1.0,56,Yes,2024-06-21,Poor tech support,No,Email
TC-12904,Female,74,1,Single,No,Miami,FL,2023-01-16,17,Month-to-month,Standard,Fiber optic,electronic check,No,64.14,1089.1,0,1126.73,Yes,Yes,No,No,No,Yes,No,2,1,258.6,9.0,44,No,,,No,
TC-12905,Male,48,0,Single,No,Chicago,IL,2022-07-21,23,Month-to-month,Basic,Fiber optic,Bank transfer,Yes,41.83,958.6,10,914.98,No,No phone service,No,No,No,No,No,2,1,208.6,8.0,34,Yes,2024-06-10,Customer moved,No,Customer Service Call
TC-12906,MALE,20,0,Married,Yes,Dallas,TX,2021-10-23,32,Month-to-month,Basic,DSL,Credit card,Yes,33.03,1035.38,5,1013.58,Yes,Yes,No,No,No,No,No,2,1,357.6,1.0,47,No,,,Yes,
TC-12907,Male,84,1,Single,No,Phoenix,AZ,2024-03-28,3,Month-to-month,Standard,DSL,Mailed check,Yes,67.18,194.53,0,254.23,Yes,Yes,No,Yes,No,No,No,2,0,364.5,5.0,44,Yes,2024-06-26,Competitor offered higher speeds,No,Online Portal
TC-12908,Male,67,1,Married,Yes,Seattle,WA,2022-07-28,23,Two year,Premium,None,Bank transfer,Yes,82.25,1890.51,5,1829.14,Yes,No,Yes,Yes,No,No,No,4,3,439.3,8.0,35,No,,,No,
TC-12909,Male,34,0,Single,Yes,Denver,CO,2023-09-29,9,Month-to-month,Basic,None,Bank transfer,Yes,27.55,273.86,15,279.4,Yes,No,No,No,Yes,Yes,No,1,1,468.0,7.0,35,No,,,Yes,
TC-12910,Male,77,1,Single,No,Los Angeles,CA,2023-06-26,12,Month-to-month,Standard,Fiber optic,electronic check,Yes,77.21,920.52,20,795.76,Yes,Yes,No,No,No,No,Yes,2,0,291.3,1.0,30,Yes,2024-06-20,Competitor offered higher speeds,Yes,In-Person Store
TC-12911,Male,83,1,Single,No,Los Angeles,CA,2023-03-19,15,Month-to-month,Basic,,Electronic check,Yes,37.68,564.08,0,601.5,Yes,Yes,Yes,Yes,No,Yes,No,1,2,93.5,5.0,3,Yes,2024-06-11,Competitor offered higher speeds,Yes,Customer Service Call
TC-12912,Female,41,0,Married,No,Dallas,TX,2024-03-17,3,one year,Standard,None,Electronic check,Yes,53.25,170.19,10,193.86,Yes,No,Yes,No,No,Yes,No,3,0,356.8,4.0,15,No,,,No,
TC-12913,Female ,49,0,Single,Yes,Atlanta,GA,2023-12-14,6,Two year,Premium, Fiber Optic,Mailed check,Yes,96.39,565.88,20,499.96,Yes,No,Yes,No,Yes,No,Yes,1,0,89.6,7.0,46,No,,,No,
TC-12914,Male,36,0,Single,No,Phoenix,AZ,2024-05-14,1,One year,Basic,None,Electronic check,Yes,32.81,25.61,0,80.71,Yes,No,No,Yes,Yes,No,Yes,1,2,411.0,4.0,16,Yes,2024-06-13,Service dissatisfaction,Yes,Online Portal
TC-12915,Female,83,1,Married,No,Denver,CO,2018-06-16,72,Two year,Premium,Fiber optic,Bank transfer,Yes,98.6,7118.6,0,7195.59,Yes,No,Yes,No,No,No,Yes,1,0,167.6,8.0,35,No,,,No,
TC-12916,Female,77,1, single ,No,New York,NY,2024-01-17,5,Two year,Premium,Fiber optic,electronic check,Yes,102.33,489.01,0,530.06,Yes,Yes,Yes,Yes,Yes,No,No,1,0,162.9,7.0,35,No,,,No,
TC-12917,Female,83,1,Married,No,Atlanta,GA,2022-06-28,24,One year,Standard,None,Credit card,No,56.88,1354.75,0,1419.16,Yes,No,Yes,No,No,No,No,1,1,109.6,3.0,16,No,,,Yes,
TC-12918,Male,32,0,Single,Yes,New York,NY,2024-05-01,2,Month-to-month,Standard,DSL,Electronic check,No,65.94,137.39,10,184.57,Yes,Yes,No,No,No,No,No,0,1,135.8,6.0,54,No,,,No,
TC-12919,Male,52,0,Single,No,Phoenix,AZ,2022-02-27,28,One year,Premium,DSL,Credit card,Yes,102.72,2882.06,5,2793.28,Yes,Yes,Yes,Yes,Yes,No,Yes,1,2,238.1,3.0,53,No,,,No,
TC-12920,Male,44,0,Married,No,Dallas,TX,2020-05-20,49,One year,Premium,None,Bank transfer,Yes,91.19,4507.79,0,4574.97,Yes,No,No,Yes,No,Yes,No,2,1,93.9,5.0,1,No,,,No,
TC-12921,Female,24,0,Married,Yes,Seattle,WA,2023-03-15,15,One year,Basic,DSL,Electronic check,No,37.77,569.06,5,621.45,Yes,No,Yes,No,No,Yes,No,1,1,216.9,3.0,36,No,,,Yes,
TC-12922,Female,23,0,Married,No,New York,NY,2022-03-30,27,One year,Premium,None,Bank transfer,Yes,89.79,2415.4,0,2466.81,Yes,Yes,Yes,No,Yes,Yes,No,1,3,217.6,5.0,33,No,,,No,
TC-12923,Male,50,0,Married,Yes,Phoenix,AZ,2022-05-13,25, Month-to-month ,Basic,Fiber optic,Credit card,Yes,41.42,1029.12,5,1041.23,No,No phone service,No,No,No,No,Yes,1,0,285.2,8.0,3,No,,,No,
TC-12924,Male,75,1,Single,No,Los Angeles,CA,2022-05-13,25,One year,Premium,Fiber optic,Electronic check,No,94.06,2368.43,0,2407.0,Yes,No,No,No,No,No,No,1,2,359.8,2.0,27,Yes,2024-06-01,Service dissatisfaction,No,Online Portal
TC-12925,male,66,1,Single,No,Chicago,IL,2024-04-21,2,One year,Basic,None,Bank transfer,No,32.74,55.21,15,89.79,Yes,Yes,No,No,No,Yes,Yes,1,0,455.0,7.0,28,No,,,No,
TC-12926,Female,34,0,Married,Yes,Austin,TX,2021-02-17,40,Two year,Standard,DSL,Electronic check,No,73.77,2947.89,5,2829.89,Yes,No,Yes,No,No,No,No,2,2,252.5,8.0,22,No,,,No,
TC-12927,MALE,59,0,Single,No,Miami,FL,2022-09-30,21,Month-to-month,Standard,Fiber optic,Credit card,Yes,63.61,1349.56,5,1325.9,Yes,No,Yes,Yes,No,No,No,2,1,250.7,8.0,19,No,,,No,
